symbol,name,sector,revenue,net_income,net_margin,market_cap,dividend_yield_pct,margin_tier,revenue_tier
FANG,Diamondback Energy,Energy,16248000469.166937,1470103897.4054174,9.047906542070603,56740409344.0,2.1999999999999997,0-10%,$10-50B
SPGI,S&P Global,Financials,16121999991.633934,4846512222.505724,30.061482601542533,123332526080.0,0.8999999999999999,30%+,$10-50B
TSCO,Tractor Supply,Consumer Discretionary,15750724051.648512,1000396979.1850549,6.351434866769511,17715363840.0,2.7199999999999998,0-10%,$10-50B
EXPE,Expedia Group,Consumer Discretionary,15700000430.912386,1907151019.5335672,12.147458389736716,32718020608.0,0.7000000000000001,10-20%,$10-50B
PFG,Principal Financial Group,Financials,15693200708.977858,1503014604.2722752,9.577489207873457,24412211200.0,2.92,0-10%,$10-50B
FE,FirstEnergy,Utilities,15635999146.243265,1082056625.4290054,6.92029089608247,26738950144.0,4.0,0-10%,$10-50B
REGN,Regeneron Pharmaceuticals,Health Care,15534698441.908167,4162470361.504213,26.794664711836695,83151601664.0,0.45999999999999996,20-30%,$10-50B
BX,Blackstone Inc.,Financials,15483307617.793974,5342981180.044567,34.508008959947425,154277101568.0,3.9,30%+,$10-50B
KVUE,Kenvue,Consumer Staples,15408000614.62565,1632657478.398148,10.596167012405164,34093729792.0,4.569999999999999,10-20%,$10-50B
TXT,Textron,Industrials,15299000006.836653,913250493.9200698,5.969347627374118,13740034048.0,0.1,0-10%,$10-50B
SWK,Stanley Black & Decker,Industrials,15247700149.104761,617658076.0011934,4.0508277967248585,13845206016.0,3.58,0-10%,$10-50B
RJF,Raymond James Financial,Financials,15239999981.91516,2205307979.938034,14.470524819914734,33707786240.0,1.22,10-20%,$10-50B
AJG,Arthur J. Gallagher & Co.,Financials,15109000543.059462,1545736243.3704987,10.230565807217175,62618976256.0,1.11,10-20%,$10-50B
EL,Estée Lauder Companies (The),Consumer Staples,15048999855.97368,180899278.08038878,1.2020684418345653,35734843392.0,1.38,0-10%,$10-50B
STT,State Street Corporation,Financials,15022999887.140516,3109623877.276551,20.699087403564096,52712521728.0,1.92,20-30%,$10-50B
OTIS,Otis Worldwide,Industrials,14910999258.021906,1480803793.2271338,9.930949412598773,26380386304.0,2.5100000000000002,0-10%,$10-50B
WRB,W. R. Berkley Corporation,Financials,14896102245.64934,1804165859.2620225,12.111664041437146,25952518144.0,0.5700000000000001,10-20%,$10-50B
NOW,ServiceNow,Information Technology,14732000138.680052,1654179225.3344522,11.228476851498742,135549648896.0,0.0,10-20%,$10-50B
XEL,Xcel Energy,Utilities,14616000965.33216,2279915265.958966,15.598762420491894,47590887424.0,3.08,10-20%,$10-50B
CSX,CSX Corporation,Industrials,14511999562.069166,3186257049.235777,21.956016712981974,89604210688.0,1.1400000000000001,20-30%,$10-50B
BLDR,Builders FirstSource,Industrials,14448703151.96207,98988738.86416338,0.6851046618029601,6605346304.0,0.0,0-10%,$10-50B
LH,LabCorp,Health Care,14348000679.239353,979687989.9035132,6.82804532704727,26041210880.0,0.89,0-10%,$10-50B
BWA,BorgWarner,,14343999750.05616,413442701.3245236,2.8823390165138902,13291267072.0,1.03,0-10%,$10-50B
BALL,Ball Corporation,Materials,14325998687.775602,923814747.1686369,6.448518998936734,15958966272.0,1.31,0-10%,$10-50B
J,Jacobs Solutions,Industrials,14219216354.262358,353456574.38314027,2.4857669056929987,16590222336.0,1.0,0-10%,$10-50B
AMTM,Amentum,,14129999767.164482,202940321.32304838,1.43623725879065,4721418752.0,0.0,0-10%,$10-50B
DVA,DaVita,Health Care,14009645871.241505,752202041.993816,5.369172418111647,11676038144.0,0.0,0-10%,$10-50B
ES,Eversource Energy,Utilities,13998372664.813967,1450197839.714947,10.359760198127427,26532970496.0,4.41,10-20%,$10-50B
CINF,Cincinnati Financial,Financials,13953999233.148613,3250665171.637351,23.295580839041392,25970022400.0,2.22,20-30%,$10-50B
ADI,Analog Devices,Information Technology,13881744031.62615,4084887108.752703,29.426324959214703,176900325376.0,1.21,20-30%,$10-50B
LVS,Las Vegas Sands,Consumer Discretionary,13718999563.62025,1671068956.9697359,12.18069108625851,28064892928.0,2.73,10-20%,$10-50B
LKQ,LKQ Corporation,,13688000770.807163,455403723.6484458,3.3270287697506555,6120120320.0,4.82,0-10%,$10-50B
HSIC,Henry Schein,Health Care,13601999564.74499,382261637.14366037,2.8103341374487614,9803952128.0,0.0,0-10%,$10-50B
KLAC,KLA Corporation,Information Technology,13579476486.267242,4795026878.601693,35.31083752345567,238980481024.0,0.49,30%+,$10-50B
SRE,Sempra,Utilities,13551999363.79698,2255956206.225665,16.646667002156605,55588069376.0,3.08,10-20%,$10-50B
ETR,Entergy,Utilities,13482226519.278536,1868110005.375566,13.856094189667516,51203411968.0,2.36,10-20%,$10-50B
AIZ,Assurant,Financials,13456200566.134172,1029880265.221556,7.653573979965059,13832357888.0,1.25,0-10%,$10-50B
DRI,Darden Restaurants,Consumer Discretionary,13210900960.224478,1184240553.5958424,8.964116506219874,23777914880.0,3.04,0-10%,$10-50B
NXPI,NXP Semiconductors,Information Technology,13185000171.153776,2957885831.7868066,22.43371856951574,56313307136.0,1.81,20-30%,$10-50B
HII,Huntington Ingalls Industries,Industrials,13185000084.887484,661997263.427468,5.020836246988293,11066781696.0,1.92,0-10%,$10-50B
ABNB,Airbnb,Consumer Discretionary,13159000000.129553,2622681397.0452104,19.930704438174555,101572018176.0,0.0,10-20%,$10-50B
AES,AES Corporation,Utilities,13054000056.299383,1904881269.847767,14.592318535562905,10573160448.0,4.75,10-20%,$10-50B
ULTA,Ulta Beauty,Consumer Discretionary,12955516820.177906,1174120158.5064225,9.062704134487007,23168563200.0,0.0,0-10%,$10-50B
WDC,Western Digital,Information Technology,12919000449.872301,9705761715.235199,75.1278069297624,173881671680.0,0.13,30%+,$10-50B
LHX,L3Harris,Industrials,12856000693.88764,1843524608.8381402,14.33979861026797,46630002688.0,1.96,10-20%,$10-50B
WELL,Welltower,Real Estate,12763214033.856848,1606875613.3563676,12.589897882256185,169982935040.0,1.43,10-20%,$10-50B
JBHT,J.B. Hunt,Industrials,12701309982.70479,660222034.1955191,5.198062523428961,25150418944.0,0.66,0-10%,$10-50B
VRTX,Vertex Pharmaceuticals,Health Care,12587199973.469244,4356993500.509215,34.6144774826228,132083556352.0,0.0,30%+,$10-50B
PEG,Public Service Enterprise Group,Utilities,12542999870.290104,2003648387.9966567,15.974235898244611,36185292800.0,3.61,10-20%,$10-50B
NSC,Norfolk Southern Railway,Industrials,12539999836.98111,2630163774.330441,20.974193050417366,72615878656.0,1.6500000000000001,20-30%,$10-50B
CMG,Chipotle Mexican Grill,Consumer Discretionary,12423758995.969316,1366651597.5024452,11.000306734425811,45593010176.0,0.0,10-20%,$10-50B
WMB,Williams Companies,Energy,12323000388.226429,3070150487.442669,24.91398515556272,91921039360.0,2.77,20-30%,$10-50B
MSI,Motorola Solutions,Information Technology,12236999998.23139,2100116010.579368,17.162016923125744,76108939264.0,1.05,10-20%,$10-50B
FIS,Fidelity National Information Services,Financials,12200000156.594093,3357245743.5336905,27.51840738066795,19632924672.0,4.46,20-30%,$10-50B
STX,Seagate Technology,Information Technology,12195000101.0943,3167584565.487054,25.974452966202236,201452011520.0,0.33,20-30%,$10-50B
HSY,Hershey Company (The),Consumer Staples,12163912276.53455,1468766611.4847102,12.074787930837955,34597392384.0,3.35,10-20%,$10-50B
HRL,Hormel Foods,Consumer Staples,12146911374.749475,341217488.67176896,2.8090884846750304,11540855808.0,5.52,0-10%,$10-50B
EXPD,Expeditors International,Industrials,12036001025.284836,891735695.2727454,7.408903450568144,24478533632.0,0.8699999999999999,0-10%,$10-50B
EBAY,eBay,Consumer Discretionary,12007999222.719591,2118199981.8079796,17.639907719183267,46061948928.0,1.1900000000000002,10-20%,$10-50B
WAB,Wabtec,Industrials,11980000632.197664,1253318552.9107897,10.46175698473962,47374426112.0,0.44,10-20%,$10-50B
DGX,Quest Diagnostics,Health Care,11559999250.936764,1039717055.3046728,8.9940927567138,25988511744.0,1.46,0-10%,$10-50B
PANW,Palo Alto Networks,Information Technology,11480000458.684668,937249923.0913974,8.164197610134798,273106501632.0,0.0,0-10%,$10-50B
CTAS,Cintas,Industrials,11264760842.889275,1964832428.1103737,17.44229154541392,80049913856.0,1.04,10-20%,$10-50B
MHK,Mohawk Industries,,11177600189.852684,511422969.9387974,4.575427294340698,8666418176.0,0.0,0-10%,$10-50B
LULU,Lululemon Athletica,Consumer Discretionary,11093953994.274155,1345126755.7309203,12.124863294233698,11040004096.0,0.0,10-20%,$10-50B
ISRG,Intuitive Surgical,Health Care,11034398979.268173,3124184827.089768,28.3131399631244,126558134272.0,0.0,20-30%,$10-50B
AMT,American Tower,Real Estate,10941500321.920355,3392189260.2506475,31.00296266915688,81743372288.0,3.9699999999999998,30%+,$10-50B
ICE,Intercontinental Exchange,Financials,10557999714.83457,3974673122.782128,37.64608098253208,87858241536.0,1.32,30%+,$10-50B
ANET,Arista Networks,Information Technology,10540800395.349205,3985470087.944574,37.809937940794676,243328073728.0,0.0,30%+,$10-50B
GPN,Global Payments,Financials,10206745483.50979,558344771.131806,5.4703506816534055,23027091456.0,1.1199999999999999,0-10%,$10-50B
NCLH,Norwegian Cruise Line Holdings,Consumer Discretionary,10154306916.304506,757659932.4444444,7.461463777777778,6818939392.0,0.0,0-10%,$10-50B
WEC,WEC Energy Group,Utilities,10137400428.638813,1678124442.439106,16.55379457733854,34588913664.0,3.56,10-20%,$10-50B
WTW,Willis Towers Watson,Financials,10101999866.858982,1498952944.3819304,14.838180203302658,29135783936.0,1.18,10-20%,$10-50B
FITB,Fifth Third Bancorp,Financials,10094999602.21459,2693470894.9297347,26.681238247288835,49144504320.0,2.94,20-30%,$10-50B
BIIB,Biogen,Health Care,10027899805.25658,831855030.7455229,8.295406285466356,31136200704.0,0.0,0-10%,$10-50B
TDG,TransDigm Group,Industrials,10005999624.676598,1823019783.1361716,18.219266955000442,62223679488.0,0.0,10-20%,$10-50B
SYF,Synchrony Financial,Financials,9907999637.02395,3172365569.3078523,32.018224520855256,25167433728.0,1.73,30%+,< $10B
EQIX,Equinix,Real Estate,9903999899.921198,1530397851.0296009,15.452320946022803,102920495104.0,1.9800000000000002,10-20%,< $10B
CPB,Campbell Soup Company,,9743999199.543022,390650167.3722585,4.009135872985081,6524752384.0,4.6,0-10%,< $10B
PLD,Prologis,Real Estate,9657474365.613178,4364690288.050398,45.1949456225481,131873923072.0,3.09,30%+,< $10B
NVR,"NVR, Inc.",Consumer Discretionary,9631335746.921095,1030419457.0729448,10.69861423325778,16570535936.0,0.0,10-20%,< $10B
CNP,CenterPoint Energy,Utilities,9619999695.212938,1106650017.7842588,11.503638802971533,26197305344.0,2.39,10-20%,< $10B
PKG,Packaging Corporation of America,Materials,9534600502.572897,686056885.4083649,7.195444478488988,20250261504.0,2.59,0-10%,< $10B
ZTS,Zoetis,Health Care,9524999900.956223,2533060869.5419497,26.59381517985794,30293422080.0,2.88,20-30%,< $10B
MTB,M&T Bank,Financials,9450999999.670036,2726578659.746962,28.849631360090523,34371067904.0,2.52,20-30%,< $10B
SNPS,Synopsys,Information Technology,9416465232.033451,1096161470.1105945,11.640901793823991,75355357184.0,0.0,10-20%,< $10B
PPL,PPL Corporation,Utilities,9398000250.850233,1271800714.4175391,13.532673765384075,26000422912.0,3.25,10-20%,< $10B
BEN,Franklin Resources,Financials,9324099828.358425,746873006.6463647,8.01013524517205,17335582720.0,3.81,0-10%,< $10B
EQT,EQT Corporation,Energy,9293919506.554356,2695973891.011367,29.007932434857906,34171940864.0,1.2,20-30%,< $10B
AVY,Avery Dennison,Materials,9248100873.620356,691945802.8854331,7.482031309359593,12868068352.0,2.34,0-10%,< $10B
MNST,Monster Beverage,Consumer Staples,9218957849.678942,2115776069.0941896,22.950273811783113,83925778432.0,0.0,20-30%,< $10B
HBAN,Huntington Bancshares,Financials,9177000138.61301,2626539185.892022,28.620890772798777,33599498240.0,3.6999999999999997,20-30%,< $10B
SJM,J.M. Smucker Company (The),Consumer Staples,9156899325.986977,228601626.51122004,2.4964960121649065,13172366336.0,3.5900000000000003,0-10%,< $10B
XYL,Xylem Inc.,Industrials,9125999423.445757,980644628.6589828,10.745613528525897,25132521472.0,1.58,10-20%,< $10B
HWM,Howmet Aerospace,Industrials,9117000510.446463,1846450579.8725996,20.252829620409642,92769181696.0,0.24,20-30%,< $10B
NTRS,Northern Trust,Financials,9085500158.034634,2131433171.052947,23.459723008953386,33790078976.0,1.77,20-30%,< $10B
STZ,Constellation Brands,Consumer Staples,9056700406.191717,1793445725.97325,19.80241860211187,20761270272.0,3.4099999999999997,10-20%,< $10B
NWS,News Corp (Class B),Communication Services,9027999490.528593,552634101.7750684,6.12133510147896,17748678656.0,0.6,0-10%,< $10B
NWSA,News Corp (Class A),Communication Services,9027999451.735817,552634181.6530327,6.121336012562312,15886892032.0,0.67,0-10%,< $10B
ROK,Rockwell Automation,Industrials,8972999643.174,1189518578.7678752,13.256643553672419,47411605504.0,1.29,10-20%,< $10B
EMN,Eastman Chemical Company,,8865000243.946663,439014213.8999122,4.952218858647936,7813081088.0,4.77,0-10%,< $10B
CMS,CMS Energy,Utilities,8813000059.161339,1041076048.1607946,11.812958597209693,21376552960.0,3.3099999999999996,10-20%,< $10B
FAST,Fastenal,Industrials,8749399832.536469,1342572219.9700704,15.344735018023012,55986409472.0,1.94,10-20%,< $10B
YUM,Yum! Brands,Consumer Discretionary,8722000061.031923,2166834776.4558544,24.843324481695664,39614324736.0,2.01,20-30%,< $10B
APA,APA Corporation,Energy,8572000248.378962,1660666179.2768562,19.3731466537335,15709762560.0,2.3,10-20%,< $10B
ZBH,Zimmer Biomet,Health Care,8508799751.342307,785839304.5025663,9.235606988854054,18045693952.0,1.02,0-10%,< $10B
DOV,Dover Corporation,Industrials,8420563787.5514345,1115152169.4078717,13.243200782546891,25780488192.0,1.08,10-20%,< $10B
AEE,Ameren,Utilities,8411000191.584137,1572469722.1520426,18.695395153187864,29414596608.0,2.81,10-20%,< $10B
RL,Ralph Lauren Corporation,Consumer Discretionary,8355200265.5427,945570147.2820739,11.317145217711376,19996395520.0,1.15,10-20%,< $10B
SOLV,Solventum,Health Care,8310000559.052207,1392430166.8018644,16.75607789562745,15325242368.0,0.0,10-20%,< $10B
ROP,Roper Technologies,Information Technology,8280300059.240055,2375598896.8337474,28.689768243154386,38605955072.0,0.9199999999999999,20-30%,< $10B
CFG,Citizens Financial Group,Financials,8160999812.155062,1933201591.9763336,23.688293548261168,29217036288.0,2.63,20-30%,< $10B
MCO,Moody's Corporation,Financials,8159999402.693203,2725868754.463431,33.40525678915809,82186502144.0,0.86,30%+,< $10B
VMC,Vulcan Materials Company,Materials,8115800033.555554,1097531953.1097739,13.523398168657712,32380430336.0,0.8099999999999999,10-20%,< $10B
TPR,"Tapestry, Inc.",Consumer Discretionary,8004199515.034967,1449577578.9128437,18.110212972452512,22672828416.0,1.5699999999999998,10-20%,< $10B
IR,Ingersoll Rand,Industrials,7942199670.839226,938958647.1075326,11.822400418300186,28548999168.0,0.11,10-20%,< $10B
AME,Ametek,Industrials,7863923407.824468,1570439615.2495782,19.970179435967268,54167556096.0,0.5700000000000001,10-20%,< $10B
EA,Electronic Arts,,7846000071.45444,885879863.6245259,11.290846999193404,52925640704.0,0.0036,10-20%,< $10B
ADSK,Autodesk,Information Technology,7790000426.809018,1613480010.1986802,20.71219411806377,43183579136.0,0.0,20-30%,< $10B
CF,CF Industries,Materials,7739000233.377345,2038524572.7778425,26.340929206668577,20901308416.0,1.79,20-30%,< $10B
GRMN,Garmin,Consumer Discretionary,7671437860.812111,1866812700.4537735,24.334586740120574,52490604544.0,1.52,20-30%,< $10B
MAS,Masco,Industrials,7619999896.401276,855793464.5275348,11.230885513944736,13680863232.0,1.7999999999999998,10-20%,< $10B
TROW,T. Rowe Price,Financials,7591999805.76235,2124626093.7604578,27.985065175421372,22982649856.0,4.75,20-30%,< $10B
IRM,Iron Mountain,Real Estate,7562471031.227836,416783951.00850546,5.511213851761847,34301319168.0,2.98,0-10%,< $10B
FTNT,Fortinet,Information Technology,7527399893.8569975,2076409643.3123565,27.584686247463544,115354460160.0,0.0,20-30%,< $10B
BR,Broadridge Financial Solutions,Industrials,7476799692.6748295,1093469068.5440779,14.624827646718575,19167066112.0,2.59,10-20%,< $10B
WYNN,Wynn Resorts,Consumer Discretionary,7413425113.618956,429401141.05395675,5.792209868892022,9291334656.0,1.08,0-10%,< $10B
NTAP,NetApp,Information Technology,7391000106.119814,1388682405.408898,18.788829461104413,36286447616.0,1.0999999999999999,10-20%,< $10B
MKC,McCormick & Company,Consumer Staples,7385800056.224062,1615798013.547718,21.877088483949336,13840478208.0,3.6999999999999997,20-30%,< $10B
MAR,Marriott International,Consumer Discretionary,7384999623.271984,2521610022.4517164,34.14502574252667,86449233920.0,0.89,30%+,< $10B
A,Agilent Technologies,Health Care,7372000024.925816,1429566701.149673,19.391843411775607,40814551040.0,0.69,10-20%,< $10B
KEY,KeyCorp,Financials,7371000041.577435,1824789856.6543083,24.756340338641397,23188703232.0,3.7600000000000002,20-30%,< $10B
RF,Regions Financial Corporation,Financials,7238000125.464641,2095746639.5773113,28.954774844560752,25464172544.0,3.64,20-30%,< $10B
DD,DuPont,Industrials,6988000464.067984,313299714.51594216,4.483395731395793,17274697728.0,1.83,0-10%,< $10B
SPG,Simon Property Group,Real Estate,6940724292.100009,5379264910.005982,77.50293317555789,77644390400.0,4.2,30%+,< $10B
NI,NiSource,Utilities,6881500056.682167,901572984.8807746,13.101401982919656,19983267840.0,2.86,10-20%,< $10B
WY,Weyerhaeuser,Real Estate,6851999800.686554,475685760.7582632,6.9422909310446945,16281425920.0,3.6999999999999997,0-10%,< $10B
CME,CME Group,Financials,6757199944.834953,4243035345.231187,62.79280441411927,98776424448.0,1.87,30%+,< $10B
DLR,Digital Realty,Real Estate,6757035609.140574,774210631.1040165,11.457844473347214,71408656384.0,2.58,10-20%,< $10B
CLX,Clorox,Consumer Staples,6720000138.891189,581678129.6410366,8.655924369326195,10837836800.0,5.46,0-10%,< $10B
MLM,Martin Marietta Materials,Materials,6688000011.982295,1090857677.7674336,16.310670990027525,35722039296.0,0.66,10-20%,< $10B
BRO,Brown & Brown,Financials,6663000053.635326,1047330461.304532,15.718602024220448,22261626880.0,0.97,10-20%,< $10B
LW,Lamb Weston,,6612299624.890305,285964947.18429697,4.324742728049638,6617064448.0,3.08,0-10%,< $10B
KEYS,Keysight Technologies,Information Technology,6581999741.404715,1259811188.7431834,19.140249745350456,56352718848.0,0.0,10-20%,< $10B
EW,Edwards Lifesciences,Health Care,6512300254.680834,968351964.0666391,14.869584113088438,49674153984.0,0.0,10-20%,< $10B
IT,Gartner,Information Technology,6463626146.157718,701585137.4670117,10.854358244157837,10715750400.0,0.0,10-20%,< $10B
EFX,Equifax,Industrials,6444499982.230992,669663937.6363219,10.391247412254534,19748036608.0,1.31,10-20%,< $10B
VTR,Ventas,Real Estate,6418987959.553238,282120522.1025188,4.395093492622074,45847146496.0,2.31,0-10%,< $10B
TDY,Teledyne Technologies,Information Technology,6374400230.6514635,959098889.0842769,15.046104015753919,27592286208.0,0.0,10-20%,< $10B
HST,Host Hotels & Resorts,Real Estate,6233999903.834069,1035142478.7516125,16.60478817323968,15311771648.0,3.62,10-20%,< $10B
CHD,Church & Dwight,Consumer Staples,6229100130.635031,740076141.1065894,11.880947899149309,22579439616.0,1.27,10-20%,< $10B
HUBB,Hubbell Incorporated,Industrials,6223599977.609034,891285502.3559304,14.32106024748625,24037234688.0,1.22,10-20%,< $10B
ON,ON Semiconductor,Information Technology,6197799667.298621,595657500.7501268,9.610789840352336,27633838080.0,0.0,0-10%,< $10B
GL,Globe Life,Financials,6191958315.956284,1155815686.944126,18.666399674649977,13050573824.0,0.77,10-20%,< $10B
PLTR,Palantir Technologies,Information Technology,6155940636.971895,2835608716.7283244,46.06296395546724,407390486528.0,0.0,30%+,< $10B
EVRG,Evergy,Utilities,6093900007.038682,906129040.8428723,14.869443866756255,18726666240.0,3.38,10-20%,< $10B
O,Realty Income,Real Estate,6065508687.450458,1296318790.6985862,21.3719715442939,56877166592.0,5.33,20-30%,< $10B
STE,Steris,Health Care,6037499739.744314,796575916.295198,13.193804565346989,20971298816.0,1.18,10-20%,< $10B
ALB,Albemarle Corporation,Materials,5907903909.232305,31861365.022711005,0.5393006641987038,14858016768.0,1.27,0-10%,< $10B
ZBRA,Zebra Technologies,Information Technology,5846999795.245591,515213126.7920712,8.811581064377833,16314134528.0,0.0,0-10%,< $10B
CDNS,Cadence Design Systems,Information Technology,5837622744.496229,1385226743.5449555,23.72929536858067,78376845312.0,0.0,20-30%,< $10B
INCY,Incyte,Health Care,5819530648.867032,1591177355.8675246,27.34202209549839,25541943296.0,0.0,20-30%,< $10B
VLTO,Veralto,Industrials,5696000007.89326,967859564.602655,16.991916489842676,23092105216.0,0.54,10-20%,< $10B
RMD,ResMed,Health Care,5653442865.992444,1504551662.3154984,26.613016138642433,31728293888.0,1.1900000000000002,20-30%,< $10B
EPAM,EPAM Systems,,5616748801.716546,380196057.9368884,6.7689702950699155,5915995136.0,0.0,0-10%,< $10B
NDAQ,"Nasdaq, Inc.",Financials,5613999878.269002,1917292411.0756457,34.15198526272174,52666847232.0,1.22,30%+,< $10B
ODFL,Old Dominion,Industrials,5602506522.43014,1081435086.9662504,19.302701079179965,37841911808.0,0.62,10-20%,< $10B
PNW,Pinnacle West,Utilities,5554253710.386091,631437530.1834726,11.368539557397705,11777946624.0,3.71,10-20%,< $10B
DECK,Deckers Brands,Consumer Discretionary,5527288668.509725,957358499.1497931,17.32058078681672,10925871104.0,0.0,10-20%,< $10B
CRWD,CrowdStrike,Information Technology,5396145002.216548,40957394.95976901,0.7590121270452359,212773666816.0,0.0,0-10%,< $10B
POOL,Pool Corporation,,5394291770.737095,395750740.6846341,7.336472654881205,6465745920.0,2.93,0-10%,< $10B
FSLR,First Solar,Information Technology,5378070687.488605,1744234635.121494,32.43234863348363,21827115008.0,0.0,30%+,< $10B
AWK,American Water Works,Utilities,5283999812.041186,1146666373.4724228,21.700726992067597,27887640576.0,2.55,20-30%,< $10B
SNA,Snap-on,Industrials,5274899907.989134,1013851584.5583247,19.220299953422607,19522850816.0,2.5700000000000003,10-20%,< $10B
MCHP,Microchip Technology,Information Technology,5122299789.308379,369245923.35055876,7.2085965003702945,39645065216.0,2.48,0-10%,< $10B
GDDY,GoDaddy,Information Technology,5104099610.289125,852339081.8511095,16.699107520020128,11854225408.0,0.0,10-20%,< $10B
HLT,Hilton Worldwide,Consumer Discretionary,5104000157.199195,1534942620.4471822,30.073326276883925,69092671488.0,0.2,30%+,< $10B
GEN,Gen Digital,Information Technology,5078999985.630273,1023583774.9971126,20.1532541424115,17813950464.0,1.68,20-30%,< $10B
CBOE,Cboe Global Markets,Financials,5061300378.946445,1338805557.9774578,26.451809964619052,30480279552.0,1.17,20-30%,< $10B
DPZ,Domino's,Consumer Discretionary,5027814691.020345,583561833.506408,11.606669485027897,10634455040.0,2.37,10-20%,< $10B
CPAY,Corpay,Financials,5020502233.492827,1079443818.9542606,21.5007138479705,26663706624.0,0.0,20-30%,< $10B
HAS,Hasbro,Consumer Discretionary,4973199760.628074,792669867.6094269,15.938830245365397,12548725760.0,3.1,10-20%,< $10B
DXCM,Dexcom,Health Care,4969200122.7032,954722701.3209507,19.212804430214618,31653019648.0,0.0,10-20%,< $10B
ATO,Atmos Energy,Utilities,4921525647.215199,1417814052.3313615,28.808425556689286,28151803904.0,2.3800000000000003,20-30%,< $10B
PSA,Public Storage,Real Estate,4910443869.487973,1956343534.4283001,39.8404622153291,55046684672.0,3.9800000000000004,30%+,< $10B
WAT,Waters Corporation,Health Care,4644286042.259472,387834157.01682436,8.350781013224172,39746617344.0,0.0,0-10%,< $10B
CPRT,Copart,Industrials,4638867038.991136,1490556368.3466864,32.13190539453042,29653739520.0,0.0,30%+,< $10B
IDXX,Idexx Laboratories,Health Care,4553223104.25312,1122630978.6096494,24.655742820091792,40584097792.0,0.0,20-30%,< $10B
TER,Teradyne,Information Technology,4464031152.913189,1139724057.4403884,25.531274724564014,59986382848.0,0.13999999999999999,20-30%,< $10B
GNRC,Generac,Industrials,4438732001.734588,257267734.68902966,5.795973593100314,11003505664.0,0.0,0-10%,< $10B
LNT,Alliant Energy,Utilities,4429000290.835432,819339657.058516,18.4994265806193,17595060224.0,3.1199999999999997,10-20%,< $10B
AKAM,Akamai Technologies,Information Technology,4322834105.289917,396657842.0433699,9.175874724361357,15916614656.0,0.0,0-10%,< $10B
FTV,Fortive,Industrials,4315799946.230365,570812227.2055547,13.226104877825271,16855572480.0,0.5,10-20%,< $10B
ALLE,Allegion,Industrials,4288499903.3788548,647980268.051448,15.109718611417305,12902630400.0,1.41,10-20%,< $10B
COO,Cooper Companies (The),Health Care,4230999988.1072435,230136136.83092672,5.439284743034923,12380544000.0,0.0,0-10%,< $10B
CCI,Crown Castle,Real Estate,4160999922.9319205,1070649963.6068444,25.730593209250625,32853659648.0,5.59,20-30%,< $10B
ALGN,Align Technology,Health Care,4139531953.1253514,409189568.5687499,9.88492354213648,10863414272.0,0.0,0-10%,< $10B
MTD,Mettler Toledo,Health Care,4133874894.3022385,889623343.0687878,21.520325743165685,25854375936.0,0.0,20-30%,< $10B
ERIE,Erie Indemnity,Financials,4119469069.632446,576234371.1845174,13.98807374067579,12749838336.0,2.4,10-20%,< $10B
VICI,Vici Properties,Real Estate,4097604118.6600657,2840779855.9406137,69.32782605825673,27758161920.0,7.28,30%+,< $10B
SWKS,Skyworks Solutions,Information Technology,4014100137.502567,290412485.74374473,7.234809192488886,11517187072.0,4.130000000000001,0-10%,< $10B
PNR,Pentair,Industrials,4011800102.5565996,619247993.9279888,15.435664242925778,9180191744.0,1.81,10-20%,< $10B
PAYX,Paychex,Industrials,3968000223.80783,1740744480.4900517,43.869566086354034,40848760832.0,4.07,30%+,< $10B
ROL,"Rollins, Inc.",Industrials,3924018932.6516457,529259976.56050956,13.487701910828028,16618763264.0,2.09,10-20%,< $10B
AOS,A. O. Smith,Industrials,3804899820.177712,487911746.72320193,12.823248174255832,7859593216.0,2.45,10-20%,< $10B
QRVO,Qorvo,,3644534139.4156823,380235224.2741956,10.433026821232017,9284444160.0,0.0,10-20%,< $10B
IEX,IDEX Corporation,Industrials,3585299900.3336115,512353231.62457734,14.29038702109419,16594349056.0,1.29,10-20%,< $10B
CSGP,CoStar Group,Real Estate,3555999927.0153008,72935568.79788172,2.051056532475792,11985744896.0,0.0,0-10%,< $10B
EXR,Extra Space Storage,Real Estate,3511114934.845196,1001989575.9754573,28.537646718182263,29933887488.0,4.66,20-30%,< $10B
MTCH,Match Group,,3509319862.672113,657811593.5143406,18.744703226153373,9664232448.0,1.94,10-20%,< $10B
MSCI,MSCI,Financials,3333758880.3018084,1331136956.3849282,39.929011190647934,40315056128.0,1.49,30%+,< $10B
WST,West Pharmaceutical Services,Health Care,3326799747.3011503,548930988.5612879,16.50027143974041,23712409600.0,0.26,10-20%,< $10B
FFIV,"F5, Inc.",Information Technology,3309331976.46196,710671099.3889974,21.47475999518136,22913056768.0,0.0,20-30%,< $10B
MPWR,Monolithic Power Systems,Information Technology,3273157823.2141676,808402422.724794,24.697935950151066,59155886080.0,0.66,20-30%,< $10B
AXON,Axon Enterprise,Industrials,3219098812.5517764,193345057.80340365,6.006185863245969,39806332928.0,0.0,0-10%,< $10B
BXP,"BXP, Inc.",Real Estate,3190219963.2995787,336431988.89682186,10.545730161780355,11628609536.0,4.26,10-20%,< $10B
VRSK,Verisk Analytics,Industrials,3136000112.626226,847315721.0378416,27.0189952362043,23166470144.0,1.1400000000000001,20-30%,< $10B
